time,open,high,low,close,volume,symbol,name
2018-08-20,897.55,900.47,893.45,896.23,140317850,VNALL,VN All Share
2018-08-21,895.98,905.66,895.98,905.66,148713940,VNALL,VN All Share
2018-08-22,909.97,912.47,906.51,909.07,147412870,VNALL,VN All Share
2018-08-23,909.51,912.5,907.79,911.11,120167250,VNALL,VN All Share
2018-08-24,909.84,912.51,906.32,910.73,135874150,VNALL,VN All Share
2018-08-27,914.2,917.59,913.48,914.72,155737460,VNALL,VN All Share
2018-08-28,916.31,918.69,914.72,918.1,140865810,VNALL,VN All Share
2018-08-29,918.3,918.46,912.55,913.62,125060830,VNALL,VN All Share
2018-08-30,913.25,921.97,909.84,921.97,137150210,VNALL,VN All Share
2018-08-31,922.95,924.93,917.15,917.15,141147980,VNALL,VN All Share
2018-09-04,916.42,924.93,902.53,902.53,148831910,VNALL,VN All Share
2018-09-05,901.63,903.65,891.2,893.32,137599980,VNALL,VN All Share
2018-09-06,893.59,895.83,884.52,884.89,118722160,VNALL,VN All Share
2018-09-07,884.15,895.64,884.15,895.64,131328260,VNALL,VN All Share
2018-09-10,895.79,897.49,893.13,894.15,123023090,VNALL,VN All Share
2018-09-11,893.06,908.85,892.21,908.85,131322690,VNALL,VN All Share
2018-09-12,912.81,916.25,908.87,908.87,150039150,VNALL,VN All Share
2018-09-13,909.71,912.53,906.6,908.45,128715250,VNALL,VN All Share
2018-09-14,909.88,914.71,909.88,911.05,131256170,VNALL,VN All Share
2018-09-17,911.0,912.24,904.86,906.66,125884570,VNALL,VN All Share
2018-09-18,902.76,913.03,900.55,913.03,150401840,VNALL,VN All Share
2018-09-19,917.12,921.71,915.25,916.2,184834230,VNALL,VN All Share
2018-09-20,917.12,923.7,917.12,923.7,155918410,VNALL,VN All Share
2018-09-21,925.96,929.77,920.48,926.14,240256310,VNALL,VN All Share
2018-09-24,931.5,934.87,931.3,934.3,151115420,VNALL,VN All Share
2018-09-25,933.77,937.38,930.71,935.41,179993300,VNALL,VN All Share
2018-09-26,932.93,940.36,931.9,936.27,196672500,VNALL,VN All Share
2018-09-27,938.5,943.55,937.34,941.46,159968910,VNALL,VN All Share
2018-09-28,944.09,946.58,942.11,944.71,199838610,VNALL,VN All Share
2018-10-01,946.5,949.87,940.44,941.04,204438040,VNALL,VN All Share
2018-10-02,940.04,943.56,936.89,939.36,180774430,VNALL,VN All Share
2018-10-03,940.64,943.96,938.39,942.04,141652170,VNALL,VN All Share
2018-10-04,943.43,945.34,941.12,945.34,158102720,VNALL,VN All Share
2018-10-05,942.11,943.85,933.34,933.34,173768730,VNALL,VN All Share
2018-10-08,928.75,931.24,923.01,924.37,163609070,VNALL,VN All Share
2018-10-09,924.65,927.6,920.98,921.44,160337880,VNALL,VN All Share
2018-10-10,922.07,924.06,915.88,919.27,154006870,VNALL,VN All Share
2018-10-11,900.11,900.11,868.33,875.59,312179400,VNALL,VN All Share
2018-10-12,869.01,896.58,864.45,896.58,176296100,VNALL,VN All Share
2018-10-15,913.25,896.91,883.01,883.76,107294520,VNALL,VN All Share
2018-10-16,884.35,893.8,882.12,893.8,102717430,VNALL,VN All Share
2018-10-17,901.51,902.56,897.04,899.97,122912810,VNALL,VN All Share
2018-10-18,897.85,899.11,891.39,892.45,110374470,VNALL,VN All Share
2018-10-19,881.6,888.64,876.7,888.64,117345280,VNALL,VN All Share
2018-10-22,890.34,893.06,879.5,879.5,116043790,VNALL,VN All Share
2018-10-23,876.74,876.74,852.43,865.13,163219210,VNALL,VN All Share
2018-10-24,861.69,866.14,854.58,854.77,114304790,VNALL,VN All Share
2018-10-25,828.2,847.21,821.1,846.44,142560210,VNALL,VN All Share
2018-10-26,853.17,853.98,839.56,839.56,116481800,VNALL,VN All Share
2018-10-29,836.57,839.01,829.47,833.65,99638550,VNALL,VN All Share
2018-10-30,828.77,838.7,827.49,831.73,104682400,VNALL,VN All Share
2018-10-31,838.57,854.56,838.55,854.56,137652880,VNALL,VN All Share
2018-11-01,838.57,854.56,838.55,842.92,102103110,VNALL,VN All Share
2018-11-02,838.57,858.51,838.55,857.07,146428330,VNALL,VN All Share
2018-11-05,852.32,858.17,849.63,858.17,101716350,VNALL,VN All Share
2018-11-06,861.83,862.07,855.26,855.26,101149770,VNALL,VN All Share
2018-11-07,856.61,857.68,848.94,854.71,106767700,VNALL,VN All Share
2018-11-08,860.87,863.66,856.21,856.8,119128720,VNALL,VN All Share
2018-11-09,852.24,855.02,844.37,844.37,115904150,VNALL,VN All Share
2018-11-12,839.67,846.41,835.29,846.01,96925160,VNALL,VN All Share
2018-11-13,834.62,837.8,833.7,836.62,65416010,VNALL,VN All Share
2018-11-14,834.36,840.38,830.45,833.46,110986260,VNALL,VN All Share
2018-11-15,833.49,836.17,823.17,827.4,111214990,VNALL,VN All Share
2018-11-16,831.69,834.94,826.64,830.37,121491320,VNALL,VN All Share
2018-11-19,835.58,846.66,835.58,846.66,106433190,VNALL,VN All Share
2018-11-20,842.98,850.28,842.46,850.28,107489770,VNALL,VN All Share
2018-11-21,841.94,853.97,840.31,853.97,103770820,VNALL,VN All Share
2018-11-22,854.61,856.8,853.64,855.65,99847390,VNALL,VN All Share
2018-11-23,855.1,855.9,847.51,848.51,94620830,VNALL,VN All Share
2018-11-26,847.99,852.94,845.74,852.24,77448980,VNALL,VN All Share
2018-11-27,852.28,859.58,851.34,852.7,92286880,VNALL,VN All Share
2018-11-28,851.85,857.92,851.71,857.92,79773220,VNALL,VN All Share
2018-11-29,862.68,865.3,854.23,854.23,95072950,VNALL,VN All Share
2018-11-30,852.53,855.5,848.57,853.07,109360540,VNALL,VN All Share
2018-12-03,854.33,876.19,854.33,876.19,137743030,VNALL,VN All Share
2018-12-04,876.24,882.45,874.99,881.54,158087690,VNALL,VN All Share
2018-12-05,881.46,881.61,871.14,879.17,135287920,VNALL,VN All Share
2018-12-06,879.1,881.35,871.7,877.52,128502100,VNALL,VN All Share
2018-12-07,879.27,886.19,879.11,883.58,131171040,VNALL,VN All Share
