time,open,high,low,close,volume,symbol,name
2018-08-06,1065.59,1067.25,1055.7,1061.42,17403250,VNMAT,Nguyên vật liệu
2018-08-07,1061.42,1062.61,1053.69,1060.99,12281670,VNMAT,Nguyên vật liệu
2018-08-08,1060.89,1075.41,1060.0,1072.68,11894530,VNMAT,Nguyên vật liệu
2018-08-09,1076.75,1082.39,1067.84,1068.69,13006960,VNMAT,Nguyên vật liệu
2018-08-10,1065.93,1077.32,1065.32,1075.54,11755820,VNMAT,Nguyên vật liệu
2018-08-13,1075.65,1105.28,1073.05,1103.98,23129560,VNMAT,Nguyên vật liệu
2018-08-14,1104.02,1115.63,1102.65,1110.23,14857070,VNMAT,Nguyên vật liệu
2018-08-15,1104.02,1115.87,1084.55,1089.06,11546410,VNMAT,Nguyên vật liệu
2018-08-16,1104.02,1093.35,1078.5,1091.12,14215550,VNMAT,Nguyên vật liệu
2018-08-17,1104.02,1102.49,1088.7,1092.5,10401690,VNMAT,Nguyên vật liệu
2018-08-20,1104.02,1093.4,1079.83,1081.46,10932740,VNMAT,Nguyên vật liệu
2018-08-21,1104.02,1087.43,1077.99,1087.43,10662890,VNMAT,Nguyên vật liệu
2018-08-22,1104.02,1105.2,1086.19,1098.25,15566160,VNMAT,Nguyên vật liệu
2018-08-23,1104.02,1106.3,1097.09,1101.2,12258330,VNMAT,Nguyên vật liệu
2018-08-24,1104.02,1108.77,1095.61,1108.71,15991800,VNMAT,Nguyên vật liệu
2018-08-27,1104.02,1127.76,1114.3,1121.4,19772000,VNMAT,Nguyên vật liệu
2018-08-28,1104.02,1143.15,1121.48,1137.41,20896260,VNMAT,Nguyên vật liệu
2018-08-29,1104.02,1150.13,1130.7,1131.89,15523710,VNMAT,Nguyên vật liệu
2018-08-30,1132.72,1136.96,1123.78,1135.15,18188410,VNMAT,Nguyên vật liệu
2018-08-31,1132.72,1148.37,1133.68,1139.89,16155330,VNMAT,Nguyên vật liệu
2018-09-04,1132.72,1148.37,1118.97,1118.97,14252000,VNMAT,Nguyên vật liệu
2018-09-05,1132.72,1122.57,1106.51,1109.06,14331330,VNMAT,Nguyên vật liệu
2018-09-06,1132.72,1118.57,1105.12,1107.5,13296850,VNMAT,Nguyên vật liệu
2018-09-07,1132.72,1129.96,1106.32,1128.76,16772400,VNMAT,Nguyên vật liệu
2018-09-10,1132.72,1131.93,1117.38,1117.38,13577980,VNMAT,Nguyên vật liệu
2018-09-11,1132.72,1135.08,1113.64,1132.5,16950740,VNMAT,Nguyên vật liệu
2018-09-12,1132.72,1139.31,1124.93,1124.93,21153070,VNMAT,Nguyên vật liệu
2018-09-13,1132.72,1138.91,1125.98,1133.04,21837560,VNMAT,Nguyên vật liệu
2018-09-14,1132.72,1139.86,1127.71,1127.71,17003900,VNMAT,Nguyên vật liệu
2018-09-17,1132.72,1129.02,1118.9,1126.22,14227430,VNMAT,Nguyên vật liệu
2018-09-18,1132.72,1132.18,1113.17,1132.18,30614420,VNMAT,Nguyên vật liệu
2018-09-19,1132.72,1147.51,1132.55,1140.39,29055470,VNMAT,Nguyên vật liệu
2018-09-20,1132.72,1168.54,1140.89,1168.54,25314870,VNMAT,Nguyên vật liệu
2018-09-21,1132.72,1177.34,1161.51,1176.0,36546060,VNMAT,Nguyên vật liệu
2018-09-24,1132.72,1185.53,1173.26,1178.08,23095200,VNMAT,Nguyên vật liệu
2018-09-25,1132.72,1182.88,1169.12,1181.66,25439910,VNMAT,Nguyên vật liệu
2018-09-26,1132.72,1191.44,1179.48,1183.42,28871120,VNMAT,Nguyên vật liệu
2018-09-27,1132.72,1197.0,1183.4,1195.11,24046700,VNMAT,Nguyên vật liệu
2018-09-28,1132.72,1209.64,1193.7,1208.9,28542740,VNMAT,Nguyên vật liệu
2018-10-01,1132.72,1224.7,1204.55,1211.75,32392060,VNMAT,Nguyên vật liệu
2018-10-02,1132.72,1211.67,1185.41,1188.42,28332920,VNMAT,Nguyên vật liệu
2018-10-03,1132.72,1194.32,1183.42,1188.7,21593270,VNMAT,Nguyên vật liệu
2018-10-04,1132.72,1192.1,1183.23,1191.87,25917630,VNMAT,Nguyên vật liệu
2018-10-05,1132.72,1200.17,1186.91,1191.24,26050650,VNMAT,Nguyên vật liệu
2018-10-08,1132.72,1192.01,1180.8,1185.03,28302010,VNMAT,Nguyên vật liệu
2018-10-09,1132.72,1190.97,1179.63,1180.02,21329630,VNMAT,Nguyên vật liệu
