time,VNINDEX,VN30,VN100,VNALL,HNXINDEX,UPCOMINDEX,VNMID,VNSML,VNFIN,VNREAL,VNIT,VNHEAL,VNENE,VNIND,VNMAT,VNCONS,VNCOND
2004-01-05,169.16,,,,,,,,,,,,,,,,
2004-01-06,170.26,,,,,,,,,,,,,,,,
2004-01-07,171.17,,,,,,,,,,,,,,,,
2004-01-08,171.6,,,,,,,,,,,,,,,,
2004-01-09,173.27,,,,,,,,,,,,,,,,
2004-01-12,174.13,,,,,,,,,,,,,,,,
2004-01-13,175.17,,,,,,,,,,,,,,,,
2004-01-14,176.35,,,,,,,,,,,,,,,,
2004-01-15,177.59,,,,,,,,,,,,,,,,
2004-01-16,183.18,,,,,,,,,,,,,,,,
2004-01-27,191.87,,,,,,,,,,,,,,,,
2004-01-28,200.8,,,,,,,,,,,,,,,,
2004-01-29,210.46,,,,,,,,,,,,,,,,
2004-01-30,214.32,,,,,,,,,,,,,,,,
2004-02-02,207.14,,,,,,,,,,,,,,,,
2004-02-03,199.56,,,,,,,,,,,,,,,,
2004-02-04,208.26,,,,,,,,,,,,,,,,
2004-02-05,215.33,,,,,,,,,,,,,,,,
2004-02-06,213.42,,,,,,,,,,,,,,,,
2004-02-09,212.55,,,,,,,,,,,,,,,,
2004-02-10,213.0,,,,,,,,,,,,,,,,
2004-02-11,212.81,,,,,,,,,,,,,,,,
2004-02-12,213.76,,,,,,,,,,,,,,,,
2004-02-13,217.1,,,,,,,,,,,,,,,,
2004-02-16,218.22,,,,,,,,,,,,,,,,
2004-02-17,219.06,,,,,,,,,,,,,,,,
2004-02-18,221.99,,,,,,,,,,,,,,,,
2004-02-19,227.67,,,,,,,,,,,,,,,,
2004-02-20,235.3,,,,,,,,,,,,,,,,
2004-02-23,246.35,,,,,,,,,,,,,,,,
2004-02-24,255.0,,,,,,,,,,,,,,,,
2004-02-25,255.11,,,,,,,,,,,,,,,,
2004-02-26,250.64,,,,,,,,,,,,,,,,
2004-02-27,260.6,,,,,,,,,,,,,,,,
2004-03-01,271.45,,,,,,,,,,,,,,,,
2004-03-02,273.43,,,,,,,,,,,,,,,,
2004-03-03,269.86,,,,,,,,,,,,,,,,
2004-03-04,265.03,,,,,,,,,,,,,,,,
2004-03-05,267.53,,,,,,,,,,,,,,,,
2004-03-08,264.81,,,,,,,,,,,,,,,,
2004-03-09,256.32,,,,,,,,,,,,,,,,
2004-03-10,255.47,,,,,,,,,,,,,,,,
2004-03-11,261.22,,,,,,,,,,,,,,,,
2004-03-12,262.88,,,,,,,,,,,,,,,,
2004-03-15,264.51,,,,,,,,,,,,,,,,
2004-03-16,263.1,,,,,,,,,,,,,,,,
2004-03-17,260.71,,,,,,,,,,,,,,,,
2004-03-18,261.54,,,,,,,,,,,,,,,,
2004-03-19,261.91,,,,,,,,,,,,,,,,
2004-03-22,261.47,,,,,,,,,,,,,,,,
2004-03-23,257.41,,,,,,,,,,,,,,,,
2004-03-24,257.33,,,,,,,,,,,,,,,,
2004-03-25,264.91,,,,,,,,,,,,,,,,
2004-03-26,272.3,,,,,,,,,,,,,,,,
2004-03-29,275.66,,,,,,,,,,,,,,,,
2004-03-30,273.28,,,,,,,,,,,,,,,,
2004-03-31,277.44,,,,,,,,,,,,,,,,
2004-04-01,279.71,,,,,,,,,,,,,,,,
2004-04-02,272.89,,,,,,,,,,,,,,,,
2004-04-05,270.69,,,,,,,,,,,,,,,,
2004-04-06,271.3,,,,,,,,,,,,,,,,
2004-04-07,269.47,,,,,,,,,,,,,,,,
2004-04-08,262.47,,,,,,,,,,,,,,,,
2004-04-09,259.65,,,,,,,,,,,,,,,,
2004-04-12,254.41,,,,,,,,,,,,,,,,
2004-04-13,250.52,,,,,,,,,,,,,,,,
2004-04-14,251.24,,,,,,,,,,,,,,,,
2004-04-15,256.05,,,,,,,,,,,,,,,,
2004-04-16,259.43,,,,,,,,,,,,,,,,
2004-04-19,255.38,,,,,,,,,,,,,,,,
2004-04-20,254.82,,,,,,,,,,,,,,,,
2004-04-21,256.4,,,,,,,,,,,,,,,,
2004-04-22,258.39,,,,,,,,,,,,,,,,
2004-04-23,259.76,,,,,,,,,,,,,,,,
2004-04-26,260.53,,,,,,,,,,,,,,,,
2004-04-27,261.13,,,,,,,,,,,,,,,,
2004-04-28,262.21,,,,,,,,,,,,,,,,
2004-04-29,264.43,,,,,,,,,,,,,,,,
2004-05-04,265.6,,,,,,,,,,,,,,,,
2004-05-05,264.13,,,,,,,,,,,,,,,,
2004-05-06,261.68,,,,,,,,,,,,,,,,
2004-05-07,261.32,,,,,,,,,,,,,,,,
2004-05-10,258.21,,,,,,,,,,,,,,,,
2004-05-11,256.91,,,,,,,,,,,,,,,,
2004-05-12,262.65,,,,,,,,,,,,,,,,
2004-05-13,263.63,,,,,,,,,,,,,,,,
2004-05-14,261.49,,,,,,,,,,,,,,,,
2004-05-17,260.23,,,,,,,,,,,,,,,,
2004-05-18,260.79,,,,,,,,,,,,,,,,
2004-05-19,261.3,,,,,,,,,,,,,,,,
2004-05-20,261.58,,,,,,,,,,,,,,,,
2004-05-21,261.13,,,,,,,,,,,,,,,,
2004-05-24,261.97,,,,,,,,,,,,,,,,
2004-05-25,258.31,,,,,,,,,,,,,,,,
2004-05-26,253.98,,,,,,,,,,,,,,,,
2004-05-27,251.16,,,,,,,,,,,,,,,,
2004-05-28,251.46,,,,,,,,,,,,,,,,
2004-05-31,251.99,,,,,,,,,,,,,,,,
2004-06-01,252.51,,,,,,,,,,,,,,,,
2004-06-02,252.12,,,,,,,,,,,,,,,,
2004-06-03,250.99,,,,,,,,,,,,,,,,
2004-06-04,248.99,,,,,,,,,,,,,,,,
2004-06-07,247.37,,,,,,,,,,,,,,,,
2004-06-08,245.04,,,,,,,,,,,,,,,,
2004-06-09,246.64,,,,,,,,,,,,,,,,
2004-06-10,247.41,,,,,,,,,,,,,,,,
2004-06-11,248.44,,,,,,,,,,,,,,,,
2004-06-14,254.26,,,,,,,,,,,,,,,,
2004-06-15,253.54,,,,,,,,,,,,,,,,
2004-06-16,251.99,,,,,,,,,,,,,,,,
2004-06-17,249.28,,,,,,,,,,,,,,,,
2004-06-18,249.29,,,,,,,,,,,,,,,,
2004-06-21,249.95,,,,,,,,,,,,,,,,
2004-06-22,249.26,,,,,,,,,,,,,,,,
2004-06-23,249.4,,,,,,,,,,,,,,,,
2004-06-24,250.0,,,,,,,,,,,,,,,,
2004-06-25,249.82,,,,,,,,,,,,,,,,
2004-06-28,249.38,,,,,,,,,,,,,,,,
2004-06-29,248.04,,,,,,,,,,,,,,,,
2004-06-30,249.7,,,,,,,,,,,,,,,,
2004-07-01,248.55,,,,,,,,,,,,,,,,
2004-07-02,248.13,,,,,,,,,,,,,,,,
2004-07-05,247.61,,,,,,,,,,,,,,,,
2004-07-06,247.27,,,,,,,,,,,,,,,,
2004-07-07,247.0,,,,,,,,,,,,,,,,
2004-07-08,246.47,,,,,,,,,,,,,,,,
2004-07-09,246.32,,,,,,,,,,,,,,,,
2004-07-12,245.51,,,,,,,,,,,,,,,,
2004-07-13,244.63,,,,,,,,,,,,,,,,
2004-07-14,243.48,,,,,,,,,,,,,,,,
2004-07-15,242.24,,,,,,,,,,,,,,,,
2004-07-16,245.57,,,,,,,,,,,,,,,,
2004-07-19,243.08,,,,,,,,,,,,,,,,
2004-07-20,244.24,,,,,,,,,,,,,,,,
2004-07-21,244.02,,,,,,,,,,,,,,,,
2004-07-22,244.13,,,,,,,,,,,,,,,,
2004-07-23,243.55,,,,,,,,,,,,,,,,
2004-07-26,241.84,,,,,,,,,,,,,,,,
2004-07-27,240.94,,,,,,,,,,,,,,,,
2004-07-28,240.31,,,,,,,,,,,,,,,,
2004-07-29,235.3,,,,,,,,,,,,,,,,
2004-07-30,238.44,,,,,,,,,,,,,,,,
2004-08-02,237.16,,,,,,,,,,,,,,,,
2004-08-03,234.05,,,,,,,,,,,,,,,,
2004-08-04,231.51,,,,,,,,,,,,,,,,
2004-08-05,228.64,,,,,,,,,,,,,,,,
2004-08-06,224.14,,,,,,,,,,,,,,,,
2004-08-09,213.74,,,,,,,,,,,,,,,,
2004-08-10,222.46,,,,,,,,,,,,,,,,
2004-08-11,227.22,,,,,,,,,,,,,,,,
2004-08-12,224.48,,,,,,,,,,,,,,,,
2004-08-13,223.2,,,,,,,,,,,,,,,,
2004-08-16,221.0,,,,,,,,,,,,,,,,
2004-08-17,222.19,,,,,,,,,,,,,,,,
2004-08-18,223.61,,,,,,,,,,,,,,,,
2004-08-19,226.93,,,,,,,,,,,,,,,,
2004-08-20,229.16,,,,,,,,,,,,,,,,
2004-08-23,237.3,,,,,,,,,,,,,,,,
2004-08-24,231.85,,,,,,,,,,,,,,,,
2004-08-25,231.74,,,,,,,,,,,,,,,,
2004-08-26,232.71,,,,,,,,,,,,,,,,
2004-08-27,233.91,,,,,,,,,,,,,,,,
2004-08-30,232.48,,,,,,,,,,,,,,,,
2004-08-31,232.38,,,,,,,,,,,,,,,,
2004-09-01,231.51,,,,,,,,,,,,,,,,
2004-09-06,231.01,,,,,,,,,,,,,,,,
2004-09-07,230.82,,,,,,,,,,,,,,,,
2004-09-08,229.98,,,,,,,,,,,,,,,,
2004-09-09,230.2,,,,,,,,,,,,,,,,
2004-09-10,231.13,,,,,,,,,,,,,,,,
2004-09-13,231.42,,,,,,,,,,,,,,,,
2004-09-14,231.6,,,,,,,,,,,,,,,,
2004-09-15,231.97,,,,,,,,,,,,,,,,
2004-09-16,231.94,,,,,,,,,,,,,,,,
2004-09-17,231.25,,,,,,,,,,,,,,,,
2004-09-20,230.85,,,,,,,,,,,,,,,,
2004-09-21,231.12,,,,,,,,,,,,,,,,
2004-09-22,230.33,,,,,,,,,,,,,,,,
2004-09-23,230.18,,,,,,,,,,,,,,,,
2004-09-24,230.58,,,,,,,,,,,,,,,,
2004-09-27,230.86,,,,,,,,,,,,,,,,
2004-09-28,231.91,,,,,,,,,,,,,,,,
2004-09-29,232.67,,,,,,,,,,,,,,,,
2004-09-30,233.19,,,,,,,,,,,,,,,,
2004-10-01,232.57,,,,,,,,,,,,,,,,
2004-10-04,232.6,,,,,,,,,,,,,,,,
2004-10-05,233.01,,,,,,,,,,,,,,,,
2004-10-06,233.27,,,,,,,,,,,,,,,,
2004-10-07,233.35,,,,,,,,,,,,,,,,
2004-10-08,232.54,,,,,,,,,,,,,,,,
2004-10-11,230.75,,,,,,,,,,,,,,,,
2004-10-12,230.89,,,,,,,,,,,,,,,,
2004-10-13,231.48,,,,,,,,,,,,,,,,
2004-10-14,231.81,,,,,,,,,,,,,,,,
2004-10-15,232.16,,,,,,,,,,,,,,,,
2004-10-18,233.6,,,,,,,,,,,,,,,,
2004-10-19,235.69,,,,,,,,,,,,,,,,
2004-10-20,235.97,,,,,,,,,,,,,,,,
2004-10-21,234.3,,,,,,,,,,,,,,,,
2004-10-22,232.85,,,,,,,,,,,,,,,,
2004-10-25,233.55,,,,,,,,,,,,,,,,
2004-10-26,233.56,,,,,,,,,,,,,,,,
2004-10-27,234.28,,,,,,,,,,,,,,,,
2004-10-28,232.97,,,,,,,,,,,,,,,,
2004-10-29,232.59,,,,,,,,,,,,,,,,
2004-11-01,232.3,,,,,,,,,,,,,,,,
2004-11-02,232.67,,,,,,,,,,,,,,,,
2004-11-03,231.68,,,,,,,,,,,,,,,,
2004-11-04,231.06,,,,,,,,,,,,,,,,
2004-11-05,230.55,,,,,,,,,,,,,,,,
2004-11-08,230.11,,,,,,,,,,,,,,,,
2004-11-09,228.96,,,,,,,,,,,,,,,,
2004-11-10,228.75,,,,,,,,,,,,,,,,
2004-11-11,228.16,,,,,,,,,,,,,,,,
2004-11-12,226.99,,,,,,,,,,,,,,,,
2004-11-15,226.65,,,,,,,,,,,,,,,,
2004-11-16,226.07,,,,,,,,,,,,,,,,
2004-11-17,225.76,,,,,,,,,,,,,,,,
2004-11-18,225.65,,,,,,,,,,,,,,,,
2004-11-19,224.72,,,,,,,,,,,,,,,,
2004-11-22,223.85,,,,,,,,,,,,,,,,
2004-11-23,222.62,,,,,,,,,,,,,,,,
2004-11-24,221.89,,,,,,,,,,,,,,,,
2004-11-25,221.33,,,,,,,,,,,,,,,,
2004-11-26,221.69,,,,,,,,,,,,,,,,
2004-11-29,224.47,,,,,,,,,,,,,,,,
2004-11-30,229.56,,,,,,,,,,,,,,,,
2004-12-01,232.08,,,,,,,,,,,,,,,,
2004-12-02,227.69,,,,,,,,,,,,,,,,
2004-12-03,229.04,,,,,,,,,,,,,,,,
2004-12-06,228.93,,,,,,,,,,,,,,,,
2004-12-07,229.81,,,,,,,,,,,,,,,,
2004-12-08,229.66,,,,,,,,,,,,,,,,
2004-12-09,229.59,,,,,,,,,,,,,,,,
2004-12-10,230.1,,,,,,,,,,,,,,,,
2004-12-13,230.71,,,,,,,,,,,,,,,,
2004-12-14,230.72,,,,,,,,,,,,,,,,
2004-12-15,232.06,,,,,,,,,,,,,,,,
2004-12-16,232.57,,,,,,,,,,,,,,,,
2004-12-17,233.93,,,,,,,,,,,,,,,,
2004-12-20,234.32,,,,,,,,,,,,,,,,
2004-12-21,233.59,,,,,,,,,,,,,,,,
2004-12-22,235.45,,,,,,,,,,,,,,,,
2004-12-23,236.9,,,,,,,,,,,,,,,,
2004-12-24,240.24,,,,,,,,,,,,,,,,
2004-12-27,239.89,,,,,,,,,,,,,,,,
2004-12-28,239.49,,,,,,,,,,,,,,,,
2004-12-29,237.56,,,,,,,,,,,,,,,,
2004-12-30,237.51,,,,,,,,,,,,,,,,
2004-12-31,239.29,,,,,,,,,,,,,,,,
2005-01-04,237.23,,,,,,,,,,,,,,,,
2005-01-05,236.72,,,,,,,,,,,,,,,,
2005-01-06,235.53,,,,,,,,,,,,,,,,
2005-01-07,235.38,,,,,,,,,,,,,,,,
2005-01-10,233.97,,,,,,,,,,,,,,,,
2005-01-11,234.72,,,,,,,,,,,,,,,,
2005-01-12,234.83,,,,,,,,,,,,,,,,
2005-01-13,234.47,,,,,,,,,,,,,,,,
2005-01-14,235.85,,,,,,,,,,,,,,,,
2005-01-17,236.07,,,,,,,,,,,,,,,,
2005-01-18,235.33,,,,,,,,,,,,,,,,
2005-01-19,234.61,,,,,,,,,,,,,,,,
2005-01-20,234.59,,,,,,,,,,,,,,,,
2005-01-21,236.07,,,,,,,,,,,,,,,,
2005-01-24,234.7,,,,,,,,,,,,,,,,
2005-01-25,234.58,,,,,,,,,,,,,,,,
2005-01-26,234.91,,,,,,,,,,,,,,,,
2005-01-27,233.76,,,,,,,,,,,,,,,,
2005-01-28,234.18,,,,,,,,,,,,,,,,
2005-01-31,233.32,,,,,,,,,,,,,,,,
2005-02-01,232.41,,,,,,,,,,,,,,,,
2005-02-02,232.85,,,,,,,,,,,,,,,,
2005-02-03,233.36,,,,,,,,,,,,,,,,
2005-02-04,236.02,,,,,,,,,,,,,,,,
2005-02-14,235.28,,,,,,,,,,,,,,,,
2005-02-15,235.36,,,,,,,,,,,,,,,,
2005-02-16,234.49,,,,,,,,,,,,,,,,
2005-02-17,234.02,,,,,,,,,,,,,,,,
2005-02-18,233.62,,,,,,,,,,,,,,,,
2005-02-21,233.13,,,,,,,,,,,,,,,,
2005-02-22,233.03,,,,,,,,,,,,,,,,
2005-02-23,234.15,,,,,,,,,,,,,,,,
2005-02-24,234.38,,,,,,,,,,,,,,,,
2005-02-25,235.14,,,,,,,,,,,,,,,,
2005-02-28,235.1,,,,,,,,,,,,,,,,
2005-03-01,235.81,,,,,,,,,,,,,,,,
2005-03-02,236.41,,,,,,,,,,,,,,,,
2005-03-03,237.62,,,,,,,,,,,,,,,,
2005-03-04,237.78,,,,,,,,,,,,,,,,
2005-03-07,238.11,,,,,,,,,,,,,,,,
2005-03-08,237.55,,,,,,,,,,,,,,,,
2005-03-09,237.19,,,,,,,,,,,,,,,,
2005-03-10,236.81,,,,,,,,,,,,,,,,
2005-03-11,237.01,,,,,,,,,,,,,,,,
2005-03-14,236.67,,,,,,,,,,,,,,,,
2005-03-15,237.96,,,,,,,,,,,,,,,,
2005-03-16,238.47,,,,,,,,,,,,,,,,
2005-03-17,237.87,,,,,,,,,,,,,,,,
2005-03-18,238.39,,,,,,,,,,,,,,,,
2005-03-21,241.86,,,,,,,,,,,,,,,,
2005-03-22,241.54,,,,,,,,,,,,,,,,
2005-03-23,244.24,,,,,,,,,,,,,,,,
2005-03-24,250.64,,,,,,,,,,,,,,,,
2005-03-25,248.43,,,,,,,,,,,,,,,,
2005-03-28,244.84,,,,,,,,,,,,,,,,
2005-03-29,244.22,,,,,,,,,,,,,,,,
2005-03-30,245.17,,,,,,,,,,,,,,,,
2005-03-31,246.51,,,,,,,,,,,,,,,,
2005-04-01,245.55,,,,,,,,,,,,,,,,
2005-04-04,245.68,,,,,,,,,,,,,,,,
2005-04-05,245.56,,,,,,,,,,,,,,,,
2005-04-06,244.98,,,,,,,,,,,,,,,,
2005-04-07,245.21,,,,,,,,,,,,,,,,
2005-04-08,245.88,,,,,,,,,,,,,,,,
2005-04-11,246.13,,,,,,,,,,,,,,,,
2005-04-12,248.08,,,,,,,,,,,,,,,,
2005-04-13,246.25,,,,,,,,,,,,,,,,
2005-04-14,245.95,,,,,,,,,,,,,,,,
2005-04-15,246.83,,,,,,,,,,,,,,,,
2005-04-18,245.44,,,,,,,,,,,,,,,,
2005-04-19,244.87,,,,,,,,,,,,,,,,
2005-04-20,246.77,,,,,,,,,,,,,,,,
2005-04-21,245.58,,,,,,,,,,,,,,,,
2005-04-22,245.63,,,,,,,,,,,,,,,,
2005-04-25,245.69,,,,,,,,,,,,,,,,
2005-04-26,246.65,,,,,,,,,,,,,,,,
2005-04-27,246.43,,,,,,,,,,,,,,,,
2005-04-28,245.67,,,,,,,,,,,,,,,,
2005-04-29,246.25,,,,,,,,,,,,,,,,
2005-05-04,244.03,,,,,,,,,,,,,,,,
2005-05-05,244.71,,,,,,,,,,,,,,,,
2005-05-06,245.24,,,,,,,,,,,,,,,,
2005-05-09,244.48,,,,,,,,,,,,,,,,
2005-05-10,244.14,,,,,,,,,,,,,,,,
2005-05-11,243.1,,,,,,,,,,,,,,,,
2005-05-12,242.81,,,,,,,,,,,,,,,,
2005-05-13,243.36,,,,,,,,,,,,,,,,
2005-05-16,242.45,,,,,,,,,,,,,,,,
2005-05-17,241.53,,,,,,,,,,,,,,,,
2005-05-18,241.39,,,,,,,,,,,,,,,,
2005-05-19,242.48,,,,,,,,,,,,,,,,
2005-05-20,243.69,,,,,,,,,,,,,,,,
2005-05-23,243.39,,,,,,,,,,,,,,,,
2005-05-24,243.72,,,,,,,,,,,,,,,,
2005-05-25,243.19,,,,,,,,,,,,,,,,
2005-05-26,243.24,,,,,,,,,,,,,,,,
2005-05-27,244.13,,,,,,,,,,,,,,,,
2005-05-30,244.56,,,,,,,,,,,,,,,,
2005-05-31,244.24,,,,,,,,,,,,,,,,
2005-06-01,244.73,,,,,,,,,,,,,,,,
2005-06-02,244.88,,,,,,,,,,,,,,,,
2005-06-03,245.38,,,,,,,,,,,,,,,,
2005-06-06,245.76,,,,,,,,,,,,,,,,
2005-06-07,246.67,,,,,,,,,,,,,,,,
2005-06-08,247.21,,,,,,,,,,,,,,,,
2005-06-09,247.06,,,,,,,,,,,,,,,,
2005-06-10,246.59,,,,,,,,,,,,,,,,
2005-06-13,245.83,,,,,,,,,,,,,,,,
2005-06-14,245.73,,,,,,,,,,,,,,,,
2005-06-15,246.07,,,,,,,,,,,,,,,,
2005-06-16,246.29,,,,,,,,,,,,,,,,
2005-06-17,246.56,,,,,,,,,,,,,,,,
2005-06-20,246.42,,,,,,,,,,,,,,,,
2005-06-21,246.56,,,,,,,,,,,,,,,,
2005-06-22,246.76,,,,,,,,,,,,,,,,
2005-06-23,247.0,,,,,,,,,,,,,,,,
2005-06-24,246.78,,,,,,,,,,,,,,,,
2005-06-27,245.99,,,,,,,,,,,,,,,,
2005-06-28,245.02,,,,,,,,,,,,,,,,
2005-06-29,246.44,,,,,,,,,,,,,,,,
2005-06-30,246.81,,,,,,,,,,,,,,,,
2005-07-01,246.51,,,,,,,,,,,,,,,,
2005-07-04,247.77,,,,,,,,,,,,,,,,
2005-07-05,247.89,,,,,,,,,,,,,,,,
2005-07-06,247.1,,,,,,,,,,,,,,,,
2005-07-07,246.78,,,,,,,,,,,,,,,,
2005-07-08,248.32,,,,,,,,,,,,,,,,
2005-07-11,249.53,,,,,,,,,,,,,,,,
2005-07-12,249.49,,,,,,,,,,,,,,,,
2005-07-13,249.81,,,,,,,,,,,,,,,,
2005-07-14,248.67,,,,,,,,,,,,,,,,
2005-07-15,248.94,,,,,,,,,,,,,,,,
2005-07-18,248.79,,,,,,,,,,,,,,,,
2005-07-19,248.32,,,,,,,,,,,,,,,,
2005-07-20,248.0,,,,,,,,,,,,,,,,
2005-07-21,246.54,,,,,,,,,,,,,,,,
2005-07-22,245.77,,,,,,,,,,,,,,,,
2005-07-25,246.31,,,,,,,,,,,,,,,,
2005-07-26,245.95,,,,,,,,,,,,,,,,
2005-07-27,244.24,,,,,,,,,,,,,,,,
2005-07-28,243.67,,,,,,,,,,,,,,,,
2005-07-29,245.53,,,,,,,,,,,,,,,,
2005-08-01,245.48,,,,,,,,,,,,,,,,
2005-08-02,246.53,,,,,,,,,,,,,,,,
2005-08-03,247.96,,,,,,,,,,,,,,,,
2005-08-04,253.51,,,,,,,,,,,,,,,,
2005-08-05,250.93,,,,,,,,,,,,,,,,
2005-08-08,248.87,,,,,,,,,,,,,,,,
2005-08-09,249.31,,,,,,,,,,,,,,,,
2005-08-10,249.04,,,,,,,,,,,,,,,,
2005-08-11,248.99,,,,,,,,,,,,,,,,
2005-08-12,249.23,,,,,,,,,,,,,,,,
2005-08-15,248.24,,,,,,,,,,,,,,,,
2005-08-16,247.53,,,,,,,,,,,,,,,,
2005-08-17,247.33,,,,,,,,,,,,,,,,
2005-08-18,247.35,,,,,,,,,,,,,,,,
2005-08-19,247.84,,,,,,,,,,,,,,,,
2005-08-22,247.91,,,,,,,,,,,,,,,,
2005-08-23,248.19,,,,,,,,,,,,,,,,
2005-08-24,248.41,,,,,,,,,,,,,,,,
2005-08-25,249.07,,,,,,,,,,,,,,,,
2005-08-26,249.74,,,,,,,,,,,,,,,,
2005-08-29,253.7,,,,,,,,,,,,,,,,
2005-08-30,255.94,,,,,,,,,,,,,,,,
2005-08-31,254.5,,,,,,,,,,,,,,,,
2005-09-01,254.95,,,,,,,,,,,,,,,,
2005-09-05,255.55,,,,,,,,,,,,,,,,
2005-09-06,257.58,,,,,,,,,,,,,,,,
2005-09-07,259.57,,,,,,,,,,,,,,,,
2005-09-08,260.61,,,,,,,,,,,,,,,,
2005-09-09,259.96,,,,,,,,,,,,,,,,
2005-09-12,262.18,,,,,,,,,,,,,,,,
2005-09-13,264.09,,,,,,,,,,,,,,,,
2005-09-14,264.03,,,,,,,,,,,,,,,,
2005-09-15,265.49,,,,,,,,,,,,,,,,
2005-09-16,268.08,,,,,,,,,,,,,,,,
2005-09-19,274.81,,,,,,,,,,,,,,,,
2005-09-20,285.99,,,,,,,,,,,,,,,,
2005-09-21,276.61,,,,,,,,,,,,,,,,
2005-09-22,280.4,,,,,,,,,,,,,,,,
2005-09-23,278.35,,,,,,,,,,,,,,,,
2005-09-26,277.54,,,,,,,,,,,,,,,,
2005-09-27,276.49,,,,,,,,,,,,,,,,
2005-09-28,275.63,,,,,,,,,,,,,,,,
2005-09-29,275.95,,,,,,,,,,,,,,,,
2005-09-30,289.33,,,,,,,,,,,,,,,,
2005-10-03,286.0,,,,,,,,,,,,,,,,
2005-10-04,283.86,,,,,,,,,,,,,,,,
2005-10-05,286.34,,,,,,,,,,,,,,,,
2005-10-06,288.14,,,,,,,,,,,,,,,,
2005-10-07,291.3,,,,,,,,,,,,,,,,
2005-10-10,292.11,,,,,,,,,,,,,,,,
2005-10-11,291.34,,,,,,,,,,,,,,,,
2005-10-12,292.35,,,,,,,,,,,,,,,,
2005-10-13,298.74,,,,,,,,,,,,,,,,
2005-10-14,304.1,,,,,,,,,,,,,,,,
2005-10-17,310.2,,,,,,,,,,,,,,,,
2005-10-18,307.09,,,,,,,,,,,,,,,,
2005-10-19,306.46,,,,,,,,,,,,,,,,
2005-10-20,307.05,,,,,,,,,,,,,,,,
2005-10-21,306.72,,,,,,,,,,,,,,,,
2005-10-24,306.9,,,,,,,,,,,,,,,,
2005-10-25,305.11,,,,,,,,,,,,,,,,
2005-10-26,300.53,,,,,,,,,,,,,,,,
2005-10-27,300.98,,,,,,,,,,,,,,,,
2005-10-28,305.38,,,,,,,,,,,,,,,,
2005-10-31,307.4,,,,,,,,,,,,,,,,
2005-11-01,310.51,,,,,,,,,,,,,,,,
2005-11-02,315.56,,,,,,,,,,,,,,,,
2005-11-03,322.52,,,,,,,,,,,,,,,,
2005-11-04,321.15,,,,,,,,,,,,,,,,
2005-11-07,322.59,,,,,,,,,,,,,,,,
2005-11-08,321.35,,,,,,,,,,,,,,,,
2005-11-09,320.56,,,,,,,,,,,,,,,,
2005-11-10,319.13,,,,,,,,,,,,,,,,
2005-11-11,317.73,,,,,,,,,,,,,,,,
2005-11-14,317.83,,,,,,,,,,,,,,,,
2005-11-15,317.06,,,,,,,,,,,,,,,,
2005-11-16,315.9,,,,,,,,,,,,,,,,
2005-11-17,313.91,,,,,,,,,,,,,,,,
2005-11-18,312.5,,,,,,,,,,,,,,,,
2005-11-21,311.8,,,,,,,,,,,,,,,,
2005-11-22,308.53,,,,,,,,,,,,,,,,
2005-11-23,305.5,,,,,,,,,,,,,,,,
2005-11-24,301.78,,,,,,,,,,,,,,,,
2005-11-25,309.47,,,,,,,,,,,,,,,,
2005-11-28,308.18,,,,,,,,,,,,,,,,
2005-11-29,307.77,,,,,,,,,,,,,,,,
2005-11-30,311.33,,,,,,,,,,,,,,,,
2005-12-01,312.09,,,,,,,,,,,,,,,,
2005-12-02,312.43,,,,,,,,,,,,,,,,
2005-12-05,312.86,,,,,,,,,,,,,,,,
2005-12-06,312.29,,,,,,,,,,,,,,,,
2005-12-07,312.31,,,,,,,,,,,,,,,,
2005-12-08,313.09,,,,,,,,,,,,,,,,
2005-12-09,315.79,,,,,,,,,,,,,,,,
2005-12-12,316.88,,,,,,,,,,,,,,,,
2005-12-13,316.73,,,,,,,,,,,,,,,,
2005-12-14,314.94,,,,,,,,,,,,,,,,
2005-12-15,314.08,,,,,,,,,,,,,,,,
2005-12-16,314.49,,,,,,,,,,,,,,,,
2005-12-19,311.6,,,,,,,,,,,,,,,,
2005-12-20,311.83,,,,,,,,,,,,,,,,
2005-12-21,310.64,,,,,,,,,,,,,,,,
2005-12-22,309.96,,,,,,,,,,,,,,,,
2005-12-23,309.14,,,,,,,,,,,,,,,,
2005-12-26,309.26,,,,,,,,,,,,,,,,
2005-12-27,308.42,,,,,,,,,,,,,,,,
2005-12-28,307.32,,,,,,,,,,,,,,,,
2005-12-29,308.8,,,,,,,,,,,,,,,,
2005-12-30,307.5,,,,,,,,,,,,,,,,
2006-01-03,305.28,,,,,,,,,,,,,,,,
2006-01-04,305.09,,,,,,,,,,,,,,,,
2006-01-05,306.71,,,,,,,,,,,,,,,,
2006-01-06,307.5,,,,,,,,,,,,,,,,
2006-01-09,306.31,,,,,,,,,,,,,,,,
2006-01-10,306.35,,,,,,,,,,,,,,,,
2006-01-11,304.96,,,,,,,,,,,,,,,,
2006-01-12,304.23,,,,,,,,,,,,,,,,
2006-01-13,306.83,,,,,,,,,,,,,,,,
2006-01-17,308.94,,,,,,,,,,,,,,,,
2006-01-18,310.38,,,,,,,,,,,,,,,,
2006-01-19,310.52,,,,,,,,,,,,,,,,
2006-01-20,313.38,,,,,,,,,,,,,,,,
